filename,width,height,class,xmin,ymin,xmax,ymax
DSC04259.JPG,800,600,colony,427,468,438,482
DSC04259.JPG,800,600,colony,401,473,414,485
DSC04259.JPG,800,600,colony,458,429,468,439
DSC04259.JPG,800,600,colony,372,272,381,283
DSC04259.JPG,800,600,colony,299,200,306,208
DSC04259.JPG,800,600,colony,366,479,376,489
IMG20190702121814.jpg,800,600,colony,294,322,308,341
IMG20190702121814.jpg,800,600,colony,309,375,327,392
IMG20190702121814.jpg,800,600,colony,294,294,312,313
IMG20190702121814.jpg,800,600,colony,455,416,474,436
IMG20190702121814.jpg,800,600,colony,334,441,353,460
IMG20190702121814.jpg,800,600,colony,197,431,212,448
IMG20190702121814.jpg,800,600,colony,400,212,416,233
IMG20190702121814.jpg,800,600,colony,339,195,352,211
IMG20190702121814.jpg,800,600,colony,353,84,372,100
IMG20190702121814.jpg,800,600,colony,440,71,454,88
IMG20190702121814.jpg,800,600,colony,503,303,521,320
IMG20190702121814.jpg,800,600,colony,511,358,529,373
IMG20190702121814.jpg,800,600,colony,604,314,619,332
IMG20190702121814.jpg,800,600,colony,480,226,498,244
IMG20190702121814.jpg,800,600,colony,343,237,363,253
DSC04338.JPG,800,600,colony,275,209,287,219
DSC04338.JPG,800,600,colony,229,246,240,258
DSC04338.JPG,800,600,colony,273,240,281,249
DSC04338.JPG,800,600,colony,411,276,423,289
DSC04338.JPG,800,600,colony,535,192,549,205
DSC04338.JPG,800,600,colony,465,137,476,146
DSC04338.JPG,800,600,colony,359,118,373,132
DSC04338.JPG,800,600,colony,245,286,259,297
DSC04338.JPG,800,600,colony,245,318,253,327
DSC04338.JPG,800,600,colony,248,352,259,361
DSC04338.JPG,800,600,colony,423,301,434,310
DSC04338.JPG,800,600,colony,500,364,511,374
DSC04338.JPG,800,600,colony,458,349,467,360
DSC04338.JPG,800,600,colony,575,282,590,292
DSC04338.JPG,800,600,colony,578,361,591,374
DSC04325.JPG,800,600,colony,441,135,454,147
DSC04325.JPG,800,600,colony,327,240,339,250
DSC04325.JPG,800,600,colony,498,153,511,166
DSC04325.JPG,800,600,colony,380,145,391,156
DSC04325.JPG,800,600,colony,409,161,424,174
DSC04325.JPG,800,600,colony,295,224,304,235
DSC04325.JPG,800,600,colony,450,252,462,268
DSC04325.JPG,800,600,colony,242,285,256,296
DSC04325.JPG,800,600,colony,285,244,294,256
DSC04325.JPG,800,600,colony,362,301,372,311
DSC04325.JPG,800,600,colony,266,348,276,361
DSC04325.JPG,800,600,colony,196,271,208,284
DSC04325.JPG,800,600,colony,470,205,482,217
DSC04325.JPG,800,600,colony,312,447,322,458
DSC04325.JPG,800,600,colony,385,502,396,512
DSC04325.JPG,800,600,colony,506,227,518,240
DSC04325.JPG,800,600,colony,535,208,548,221
DSC04325.JPG,800,600,colony,591,179,600,190
DSC04325.JPG,800,600,colony,377,189,389,201
DSC04325.JPG,800,600,colony,347,157,359,172
DSC04325.JPG,800,600,colony,387,113,398,126
DSC04325.JPG,800,600,colony,542,142,552,150
DSC04325.JPG,800,600,colony,265,426,275,439
DSC04325.JPG,800,600,colony,527,445,539,456
DSC04325.JPG,800,600,colony,506,454,516,466
DSC04325.JPG,800,600,colony,361,327,371,339
DSC04325.JPG,800,600,colony,343,320,353,332
DSC04325.JPG,800,600,colony,330,279,343,292
DSC04325.JPG,800,600,colony,312,266,320,274
DSC04325.JPG,800,600,colony,569,179,579,189
DSC04325.JPG,800,600,colony,456,513,466,523
DSC04325.JPG,800,600,colony,349,200,359,211
DSC04325.JPG,800,600,colony,434,523,446,536
DSC04325.JPG,800,600,colony,450,281,459,293
DSC04325.JPG,800,600,colony,470,263,480,275
DSC04325.JPG,800,600,colony,598,440,609,451
DSC04340.JPG,800,600,colony,212,280,228,293
DSC04340.JPG,800,600,colony,309,336,321,351
DSC04340.JPG,800,600,colony,341,297,353,308
DSC04340.JPG,800,600,colony,361,301,371,312
DSC04340.JPG,800,600,colony,480,293,493,303
DSC04340.JPG,800,600,colony,457,182,470,202
DSC04315.JPG,800,600,colony,299,266,309,276
DSC04315.JPG,800,600,colony,332,219,341,229
DSC04315.JPG,800,600,colony,393,240,404,248
DSC04315.JPG,800,600,colony,448,231,459,240
DSC04315.JPG,800,600,colony,319,360,327,368
DSC04315.JPG,800,600,colony,246,160,256,172
DSC04315.JPG,800,600,colony,247,116,258,131
DSC04315.JPG,800,600,colony,247,425,259,438
DSC04315.JPG,800,600,colony,516,346,529,357
DSC04315.JPG,800,600,colony,216,176,227,185
DSC04252.JPG,800,600,colony,470,356,480,365
DSC04252.JPG,800,600,colony,326,358,338,369
DSC04252.JPG,800,600,colony,247,301,258,310
DSC04252.JPG,800,600,colony,520,318,533,329
DSC04252.JPG,800,600,colony,369,415,380,425
DSC04252.JPG,800,600,colony,478,374,488,383
DSC04252.JPG,800,600,colony,356,209,368,221
DSC04252.JPG,800,600,colony,323,158,333,168
DSC04252.JPG,800,600,colony,332,135,340,145
DSC04252.JPG,800,600,colony,365,116,377,123
DSC04252.JPG,800,600,colony,268,209,279,221
DSC04252.JPG,800,600,colony,409,96,420,110
DSC04252.JPG,800,600,colony,431,93,439,104
DSC04252.JPG,800,600,colony,561,170,572,181
DSC04252.JPG,800,600,colony,403,142,414,151
DSC04252.JPG,800,600,colony,490,440,506,450
DSC04252.JPG,800,600,colony,422,431,434,443
DSC04252.JPG,800,600,colony,269,268,279,280
DSC04252.JPG,800,600,colony,641,308,653,322
DSC04252.JPG,800,600,colony,541,381,554,392
DSC04252.JPG,800,600,colony,508,344,523,358
IMG20190630154228.jpg,800,600,colony,278,499,302,523
IMG20190630154228.jpg,800,600,colony,394,432,414,456
IMG20190630154228.jpg,800,600,colony,412,365,437,384
IMG20190630154228.jpg,800,600,colony,419,402,442,419
IMG20190630154228.jpg,800,600,colony,446,377,468,403
IMG20190630154228.jpg,800,600,colony,528,392,554,419
IMG20190630154228.jpg,800,600,colony,475,321,504,347
IMG20190630154228.jpg,800,600,colony,541,447,567,479
IMG20190630154228.jpg,800,600,colony,495,266,516,285
IMG20190630154228.jpg,800,600,colony,443,297,468,319
IMG20190630154228.jpg,800,600,colony,224,195,246,215
IMG20190630154228.jpg,800,600,colony,301,147,324,174
IMG20190630154228.jpg,800,600,colony,351,157,375,182
IMG20190630154228.jpg,800,600,colony,387,150,416,174
IMG20190630154228.jpg,800,600,colony,390,100,415,121
IMG20190630154228.jpg,800,600,colony,437,189,467,220
IMG20190630154228.jpg,800,600,colony,552,155,577,179
IMG20190630154228.jpg,800,600,colony,472,448,491,472
IMG20190630154228.jpg,800,600,colony,513,339,543,358
DSC04359.JPG,800,600,colony,256,211,267,222
DSC04359.JPG,800,600,colony,390,131,401,143
DSC04359.JPG,800,600,colony,412,192,422,202
DSC04359.JPG,800,600,colony,519,292,525,300
DSC04359.JPG,800,600,colony,246,351,256,359
DSC04359.JPG,800,600,colony,262,240,272,253
DSC04359.JPG,800,600,colony,353,155,362,164
DSC04359.JPG,800,600,colony,369,176,381,187
DSC04359.JPG,800,600,colony,249,136,258,145
DSC04359.JPG,800,600,colony,269,295,280,306
DSC04359.JPG,800,600,colony,343,443,353,459
DSC04359.JPG,800,600,colony,461,469,475,479
DSC04359.JPG,800,600,colony,411,406,420,416
DSC04359.JPG,800,600,colony,325,327,337,335
DSC04267.JPG,800,600,colony,249,372,262,383
DSC04267.JPG,800,600,colony,482,359,495,372
DSC04267.JPG,800,600,colony,415,443,426,456
DSC04267.JPG,800,600,colony,361,374,374,387
DSC04267.JPG,800,600,colony,292,292,308,307
DSC04267.JPG,800,600,colony,541,242,555,256
DSC04267.JPG,800,600,colony,290,158,301,173
DSC04267.JPG,800,600,colony,267,244,281,255
DSC04267.JPG,800,600,colony,260,198,270,208
DSC04267.JPG,800,600,colony,338,158,351,169
DSC04267.JPG,800,600,colony,320,145,333,155
DSC04267.JPG,800,600,colony,440,77,451,93
DSC04267.JPG,800,600,colony,509,108,521,120
DSC04267.JPG,800,600,colony,506,88,518,98
DSC04267.JPG,800,600,colony,384,125,401,135
DSC04267.JPG,800,600,colony,396,103,404,114
DSC04267.JPG,800,600,colony,327,249,338,261
DSC04267.JPG,800,600,colony,330,333,341,345
DSC04267.JPG,800,600,colony,222,322,237,337
DSC04267.JPG,800,600,colony,290,331,302,345
DSC04267.JPG,800,600,colony,557,312,572,326
DSC04267.JPG,800,600,colony,553,358,565,374
DSC04267.JPG,800,600,colony,542,454,557,467
DSC04267.JPG,800,600,colony,382,469,400,481
DSC04267.JPG,800,600,colony,308,479,320,495
DSC04267.JPG,800,600,colony,362,513,375,526
DSC04267.JPG,800,600,colony,254,435,266,451
DSC04267.JPG,800,600,colony,222,403,233,413
DSC04267.JPG,800,600,colony,577,401,586,414
DSC04267.JPG,800,600,colony,603,398,612,407
DSC04267.JPG,800,600,colony,588,429,599,438
DSC04267.JPG,800,600,colony,590,450,601,459
Kopie_van_TUDelft_07.jpg,800,600,colony,438,164,455,177
Kopie_van_TUDelft_07.jpg,800,600,colony,444,116,458,132
Kopie_van_TUDelft_07.jpg,800,600,colony,479,86,496,101
Kopie_van_TUDelft_07.jpg,800,600,colony,445,226,459,242
Kopie_van_TUDelft_07.jpg,800,600,colony,411,206,422,217
Kopie_van_TUDelft_07.jpg,800,600,colony,427,215,438,229
Kopie_van_TUDelft_07.jpg,800,600,colony,493,192,507,214
Kopie_van_TUDelft_07.jpg,800,600,colony,529,155,544,173
Kopie_van_TUDelft_07.jpg,800,600,colony,456,334,469,351
Kopie_van_TUDelft_07.jpg,800,600,colony,417,357,429,370
Kopie_van_TUDelft_07.jpg,800,600,colony,428,376,443,392
Kopie_van_TUDelft_07.jpg,800,600,colony,347,341,364,354
Kopie_van_TUDelft_07.jpg,800,600,colony,347,361,363,376
Kopie_van_TUDelft_07.jpg,800,600,colony,363,463,378,479
Kopie_van_TUDelft_07.jpg,800,600,colony,434,504,451,522
Kopie_van_TUDelft_07.jpg,800,600,colony,406,514,422,534
Kopie_van_TUDelft_07.jpg,800,600,colony,478,463,494,482
Kopie_van_TUDelft_07.jpg,800,600,colony,487,366,501,384
Kopie_van_TUDelft_07.jpg,800,600,colony,506,362,517,378
Kopie_van_TUDelft_07.jpg,800,600,colony,376,252,389,265
Kopie_van_TUDelft_07.jpg,800,600,colony,351,391,366,407
Kopie_van_TUDelft_07.jpg,800,600,colony,526,304,537,319
Kopie_van_TUDelft_07.jpg,800,600,colony,537,298,548,313
Kopie_van_TUDelft_07.jpg,800,600,colony,557,299,573,314
Kopie_van_TUDelft_07.jpg,800,600,colony,561,319,576,333
Kopie_van_TUDelft_07.jpg,800,600,colony,542,328,556,342
Kopie_van_TUDelft_07.jpg,800,600,colony,472,393,481,408
Kopie_van_TUDelft_07.jpg,800,600,colony,490,400,503,413
Kopie_van_TUDelft_07.jpg,800,600,colony,477,416,490,431
Kopie_van_TUDelft_07.jpg,800,600,colony,396,441,408,456
Kopie_van_TUDelft_07.jpg,800,600,colony,453,510,469,530
Kopie_van_TUDelft_07.jpg,800,600,colony,529,413,543,427
Kopie_van_TUDelft_07.jpg,800,600,colony,363,144,382,163
Kopie_van_TUDelft_07.jpg,800,600,colony,328,261,340,276
Kopie_van_TUDelft_07.jpg,800,600,colony,509,282,524,299
Kopie_van_TUDelft_07.jpg,800,600,colony,532,432,546,447
Kopie_van_TUDelft_07.jpg,800,600,colony,423,393,437,409
Kopie_van_TUDelft_07.jpg,800,600,colony,554,219,573,238
Kopie_van_TUDelft_07.jpg,800,600,colony,581,256,596,273
Kopie_van_TUDelft_07.jpg,800,600,colony,492,318,504,330
Kopie_van_TUDelft_07.jpg,800,600,colony,542,184,555,198
Kopie_van_TUDelft_07.jpg,800,600,colony,423,469,433,483
Kopie_van_TUDelft_07.jpg,800,600,colony,527,356,538,367
Kopie_van_TUDelft_07.jpg,800,600,colony,395,177,407,191
Kopie_van_TUDelft_07.jpg,800,600,colony,389,422,406,436
Kopie_van_TUDelft_07.jpg,800,600,colony,406,456,417,467
IMG_20190909_145350.jpg,800,600,colony,367,385,383,398
IMG_20190909_145350.jpg,800,600,colony,315,337,325,348
IMG_20190909_145350.jpg,800,600,colony,444,271,453,280
IMG_20190909_145350.jpg,800,600,colony,371,303,381,313
IMG_20190909_145350.jpg,800,600,colony,342,298,352,310
IMG_20190909_145350.jpg,800,600,colony,339,239,350,251
IMG_20190909_145350.jpg,800,600,colony,451,210,462,223
IMG_20190909_145350.jpg,800,600,colony,518,339,528,354
Kopie_van_TUDelft_08.jpg,800,600,colony,372,99,384,116
Kopie_van_TUDelft_08.jpg,800,600,colony,393,113,407,127
Kopie_van_TUDelft_08.jpg,800,600,colony,398,142,412,157
Kopie_van_TUDelft_08.jpg,800,600,colony,443,136,454,157
Kopie_van_TUDelft_08.jpg,800,600,colony,431,229,447,241
Kopie_van_TUDelft_08.jpg,800,600,colony,420,261,433,276
Kopie_van_TUDelft_08.jpg,800,600,colony,375,257,395,275
Kopie_van_TUDelft_08.jpg,800,600,colony,453,293,473,310
Kopie_van_TUDelft_08.jpg,800,600,colony,485,141,503,155
Kopie_van_TUDelft_08.jpg,800,600,colony,570,227,582,243
Kopie_van_TUDelft_08.jpg,800,600,colony,573,280,594,300
Kopie_van_TUDelft_08.jpg,800,600,colony,467,339,486,356
Kopie_van_TUDelft_08.jpg,800,600,colony,433,358,448,375
Kopie_van_TUDelft_08.jpg,800,600,colony,361,367,379,386
Kopie_van_TUDelft_08.jpg,800,600,colony,349,253,368,273
Kopie_van_TUDelft_08.jpg,800,600,colony,521,406,541,423
Kopie_van_TUDelft_08.jpg,800,600,colony,536,343,554,363
Kopie_van_TUDelft_08.jpg,800,600,colony,569,371,589,389
Kopie_van_TUDelft_08.jpg,800,600,colony,577,353,593,372
Kopie_van_TUDelft_08.jpg,800,600,colony,393,430,413,445
Kopie_van_TUDelft_08.jpg,800,600,colony,355,413,370,434
Kopie_van_TUDelft_08.jpg,800,600,colony,543,455,559,472
Kopie_van_TUDelft_08.jpg,800,600,colony,516,486,530,499
Kopie_van_TUDelft_08.jpg,800,600,colony,402,273,418,289
Kopie_van_TUDelft_08.jpg,800,600,colony,535,253,546,271
Kopie_van_TUDelft_08.jpg,800,600,colony,545,253,559,273
Kopie_van_TUDelft_08.jpg,800,600,colony,449,495,463,515
Kopie_van_TUDelft_08.jpg,800,600,colony,419,490,435,506
Kopie_van_TUDelft_08.jpg,800,600,colony,403,491,417,513
DSC04368.JPG,800,600,colony,469,212,477,221
DSC04368.JPG,800,600,colony,427,119,438,129
DSC04368.JPG,800,600,colony,317,282,327,293
DSC04368.JPG,800,600,colony,275,379,284,389
DSC04368.JPG,800,600,colony,566,316,577,325
DSC04368.JPG,800,600,colony,547,368,557,377
DSC04368.JPG,800,600,colony,385,404,395,414
DSC04368.JPG,800,600,colony,261,182,272,196
DSC04368.JPG,800,600,colony,377,166,389,176
DSC04368.JPG,800,600,colony,339,135,351,147
DSC04368.JPG,800,600,colony,203,232,214,241
DSC04368.JPG,800,600,colony,595,214,604,225
DSC04368.JPG,800,600,colony,525,127,537,137
DSC04368.JPG,800,600,colony,487,124,496,135
IMG20190726150943.jpg,800,600,colony,436,386,471,414
IMG20190726150943.jpg,800,600,colony,534,358,562,384
IMG20190702121420.jpg,800,600,colony,475,392,494,408
IMG20190702121420.jpg,800,600,colony,454,335,469,352
IMG20190702121420.jpg,800,600,colony,434,302,450,319
IMG20190702121420.jpg,800,600,colony,389,211,410,230
IMG20190702121420.jpg,800,600,colony,466,215,482,233
IMG20190702121420.jpg,800,600,colony,267,437,283,453
IMG20190702121420.jpg,800,600,colony,326,437,345,458
IMG20190702121420.jpg,800,600,colony,244,495,259,512
IMG20190702121420.jpg,800,600,colony,397,347,417,363
IMG20190702121420.jpg,800,600,colony,178,366,194,383
IMG20190702121420.jpg,800,600,colony,190,299,206,318
IMG20190702121420.jpg,800,600,colony,167,245,184,265
IMG20190702121420.jpg,800,600,colony,334,181,351,199
IMG20190702121420.jpg,800,600,colony,351,451,367,468
IMG_20190909_144331.jpg,800,600,colony,255,296,265,306
IMG_20190909_144331.jpg,800,600,colony,397,198,406,208
IMG_20190909_144331.jpg,800,600,colony,422,200,429,208
IMG_20190909_144331.jpg,800,600,colony,434,195,445,206
IMG_20190909_144331.jpg,800,600,colony,405,175,415,186
IMG_20190909_144331.jpg,800,600,colony,472,213,482,224
IMG_20190909_144331.jpg,800,600,colony,463,235,472,244
IMG_20190909_144331.jpg,800,600,colony,467,252,475,260
IMG_20190909_144331.jpg,800,600,colony,449,246,457,255
IMG_20190909_144331.jpg,800,600,colony,493,223,502,233
IMG_20190909_144331.jpg,800,600,colony,232,268,244,279
IMG_20190909_144331.jpg,800,600,colony,304,334,315,345
IMG_20190909_144331.jpg,800,600,colony,287,342,299,351
IMG_20190909_144331.jpg,800,600,colony,301,411,312,419
IMG_20190909_144331.jpg,800,600,colony,385,423,396,434
IMG_20190909_144331.jpg,800,600,colony,317,316,327,326
IMG_20190909_144331.jpg,800,600,colony,302,308,312,319
IMG_20190909_144331.jpg,800,600,colony,273,282,282,294
IMG_20190909_144331.jpg,800,600,colony,312,222,322,233
IMG_20190909_144331.jpg,800,600,colony,316,208,327,218
IMG_20190909_144331.jpg,800,600,colony,367,436,376,444
IMG_20190909_144331.jpg,800,600,colony,248,254,258,264
IMG_20190909_144331.jpg,800,600,colony,298,184,306,195
IMG_20190909_144331.jpg,800,600,colony,272,227,282,237
IMG_2921.jpg,800,600,colony,388,109,410,129
IMG_2921.jpg,800,600,colony,380,84,406,110
IMG_2921.jpg,800,600,colony,315,109,341,132
IMG_2921.jpg,800,600,colony,324,146,347,170
IMG_2921.jpg,800,600,colony,349,192,370,218
IMG_2921.jpg,800,600,colony,335,218,360,240
IMG_2921.jpg,800,600,colony,252,189,272,210
IMG_2921.jpg,800,600,colony,227,192,245,216
IMG_2921.jpg,800,600,colony,214,247,239,280
IMG_2921.jpg,800,600,colony,249,259,269,283
IMG_2921.jpg,800,600,colony,279,242,300,266
IMG_2921.jpg,800,600,colony,306,253,327,275
IMG_2921.jpg,800,600,colony,272,328,299,352
IMG_2921.jpg,800,600,colony,371,418,392,443
IMG_2921.jpg,800,600,colony,394,456,415,483
IMG_2921.jpg,800,600,colony,452,426,471,445
IMG_2921.jpg,800,600,colony,432,389,456,411
IMG_2921.jpg,800,600,colony,326,297,345,323
IMG_2921.jpg,800,600,colony,332,274,351,295
IMG_2921.jpg,800,600,colony,354,256,371,280
IMG_2921.jpg,800,600,colony,357,282,373,301
IMG_2921.jpg,800,600,colony,373,265,389,290
IMG_2921.jpg,800,600,colony,389,299,408,323
IMG_2921.jpg,800,600,colony,375,223,396,247
IMG_2921.jpg,800,600,colony,477,171,495,195
IMG_2921.jpg,800,600,colony,461,391,479,418
IMG_2921.jpg,800,600,colony,508,341,532,366
IMG_2921.jpg,800,600,colony,584,286,602,306
IMG_2921.jpg,800,600,colony,541,266,564,284
IMG_2921.jpg,800,600,colony,539,147,561,169
IMG_2921.jpg,800,600,colony,463,231,481,252
IMG_2921.jpg,800,600,colony,427,249,447,271
IMG_2921.jpg,800,600,colony,569,384,589,408
IMG_2921.jpg,800,600,colony,315,203,332,219
IMG_2921.jpg,800,600,colony,411,89,426,110
DSC04382.JPG,800,600,colony,394,131,409,143
DSC04382.JPG,800,600,colony,377,127,392,144
DSC04382.JPG,800,600,colony,352,147,366,158
DSC04382.JPG,800,600,colony,333,163,349,179
DSC04382.JPG,800,600,colony,426,106,434,118
DSC04382.JPG,800,600,colony,443,112,455,123
DSC04382.JPG,800,600,colony,437,97,451,109
DSC04382.JPG,800,600,colony,440,124,455,136
DSC04382.JPG,800,600,colony,367,94,380,104
DSC04382.JPG,800,600,colony,375,108,386,122
DSC04382.JPG,800,600,colony,276,193,293,206
DSC04382.JPG,800,600,colony,284,208,296,222
DSC04382.JPG,800,600,colony,238,215,254,227
DSC04382.JPG,800,600,colony,222,210,236,221
DSC04382.JPG,800,600,colony,249,204,264,214
DSC04382.JPG,800,600,colony,428,206,444,219
DSC04382.JPG,800,600,colony,523,155,537,169
DSC04382.JPG,800,600,colony,374,159,385,172
DSC04382.JPG,800,600,colony,343,125,356,137
DSC04382.JPG,800,600,colony,340,142,352,155
DSC04382.JPG,800,600,colony,321,153,333,164
DSC04382.JPG,800,600,colony,278,145,294,154
DSC04382.JPG,800,600,colony,501,311,514,324
DSC04382.JPG,800,600,colony,485,329,495,338
DSC04382.JPG,800,600,colony,452,341,467,356
DSC04382.JPG,800,600,colony,471,358,484,368
DSC04382.JPG,800,600,colony,481,345,493,358
DSC04382.JPG,800,600,colony,457,374,471,384
DSC04382.JPG,800,600,colony,543,247,556,260
DSC04382.JPG,800,600,colony,523,250,533,260
DSC04382.JPG,800,600,colony,287,292,299,305
DSC04382.JPG,800,600,colony,251,250,266,263
DSC04382.JPG,800,600,colony,228,248,242,259
DSC04382.JPG,800,600,colony,215,258,228,271
DSC04382.JPG,800,600,colony,265,321,278,336
DSC04382.JPG,800,600,colony,244,359,255,372
DSC04382.JPG,800,600,colony,259,381,272,395
DSC04382.JPG,800,600,colony,254,401,266,411
DSC04382.JPG,800,600,colony,280,378,294,391
DSC04382.JPG,800,600,colony,279,392,294,402
DSC04382.JPG,800,600,colony,269,344,284,356
DSC04382.JPG,800,600,colony,471,315,482,327
DSC04382.JPG,800,600,colony,433,329,446,346
DSC04382.JPG,800,600,colony,436,367,449,379
DSC04382.JPG,800,600,colony,419,362,432,375
DSC04382.JPG,800,600,colony,410,388,426,397
DSC04382.JPG,800,600,colony,544,351,555,364
DSC04382.JPG,800,600,colony,486,372,499,383
DSC04382.JPG,800,600,colony,519,274,537,286
DSC04382.JPG,800,600,colony,486,284,501,296
DSC04382.JPG,800,600,colony,491,308,501,323
DSC04382.JPG,800,600,colony,408,414,421,427
DSC04382.JPG,800,600,colony,459,414,474,426
DSC04382.JPG,800,600,colony,348,439,359,452
DSC04382.JPG,800,600,colony,292,420,308,433
DSC04382.JPG,800,600,colony,284,408,296,420
DSC04382.JPG,800,600,colony,563,383,577,396
DSC04382.JPG,800,600,colony,418,441,430,453
DSC04382.JPG,800,600,colony,402,448,415,461
DSC04382.JPG,800,600,colony,385,460,398,473
DSC04382.JPG,800,600,colony,466,443,476,452
DSC04382.JPG,800,600,colony,367,409,381,423
DSC04382.JPG,800,600,colony,288,331,301,344
DSC04382.JPG,800,600,colony,239,296,251,309
DSC04382.JPG,800,600,colony,462,214,476,226
DSC04382.JPG,800,600,colony,445,196,459,208
DSC04382.JPG,800,600,colony,283,248,300,263
DSC04382.JPG,800,600,colony,261,226,274,238
DSC04382.JPG,800,600,colony,535,301,548,312
DSC04382.JPG,800,600,colony,562,297,573,311
DSC04382.JPG,800,600,colony,380,268,393,279
DSC04382.JPG,800,600,colony,323,307,337,324
DSC04382.JPG,800,600,colony,421,239,431,253
DSC04382.JPG,800,600,colony,589,273,603,286
DSC04382.JPG,800,600,colony,319,433,333,444
DSC04382.JPG,800,600,colony,332,257,345,267
DSC04382.JPG,800,600,colony,532,186,546,197
DSC04299.JPG,800,600,colony,378,185,391,195
DSC04299.JPG,800,600,colony,295,164,308,178
DSC04299.JPG,800,600,colony,238,219,248,228
DSC04299.JPG,800,600,colony,237,316,250,327
DSC04299.JPG,800,600,colony,269,374,283,385
DSC04299.JPG,800,600,colony,232,374,244,384
DSC04299.JPG,800,600,colony,372,432,384,448
DSC04299.JPG,800,600,colony,465,434,477,445
DSC04299.JPG,800,600,colony,504,410,517,419
DSC04299.JPG,800,600,colony,327,479,335,493
DSC04299.JPG,800,600,colony,410,482,421,493
DSC04299.JPG,800,600,colony,465,504,478,516
DSC04299.JPG,800,600,colony,415,536,426,549
DSC04299.JPG,800,600,colony,467,533,477,541
DSC04299.JPG,800,600,colony,319,503,329,518
DSC04299.JPG,800,600,colony,385,328,397,337
DSC04299.JPG,800,600,colony,411,298,421,306
DSC04299.JPG,800,600,colony,383,292,396,305
DSC04299.JPG,800,600,colony,315,308,330,322
DSC04299.JPG,800,600,colony,325,285,335,297
DSC04299.JPG,800,600,colony,300,269,316,280
DSC04299.JPG,800,600,colony,341,255,354,266
DSC04299.JPG,800,600,colony,455,198,468,208
DSC04299.JPG,800,600,colony,489,214,499,224
DSC04299.JPG,800,600,colony,478,332,489,347
DSC04299.JPG,800,600,colony,487,314,504,324
DSC04299.JPG,800,600,colony,561,341,572,350
DSC04299.JPG,800,600,colony,569,390,585,403
DSC04299.JPG,800,600,colony,577,443,587,453
DSC04299.JPG,800,600,colony,577,241,585,255
DSC04299.JPG,800,600,colony,479,159,489,172
DSC04299.JPG,800,600,colony,517,144,528,158
DSC04299.JPG,800,600,colony,542,164,551,174
DSC04299.JPG,800,600,colony,515,214,526,224
DSC04299.JPG,800,600,colony,539,202,548,214
DSC04299.JPG,800,600,colony,374,105,388,114
DSC04299.JPG,800,600,colony,288,120,301,132
DSC04299.JPG,800,600,colony,324,87,333,101
DSC04299.JPG,800,600,colony,367,83,375,94
DSC04374.JPG,800,600,colony,303,205,310,218
DSC04374.JPG,800,600,colony,221,299,231,310
DSC04374.JPG,800,600,colony,572,200,585,210
DSC04374.JPG,800,600,colony,396,142,406,152
